,CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,TNR_SF,TNR_LF,DATA_QUALITY_FLAG,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,CHARACTERISTIC_NOTE,C1_COUNT_TOTAL,SYMBOL,C2_COUNT_MEN+,SYMBOL.1,C3_COUNT_WOMEN+,SYMBOL.2,C10_RATE_TOTAL,SYMBOL.3,C11_RATE_MEN+,SYMBOL.4,C12_RATE_WOMEN+,SYMBOL.5
395031,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,382,  P90/P10 ratio on adjusted household after-tax income,,18.8,,,...,,...,18.8,,,...,,...
395032,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,383,Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,36.0,18290.0,,8635.0,,9655.0,,100.0,,100.0,,100.0,
395033,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,384,  English only,,15575.0,,7495.0,,8080.0,,85.2,,86.8,,83.7,
395034,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,385,  French only,,15.0,,5.0,,5.0,,0.1,,0.1,,0.1,
395035,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,386,  English and French,,1770.0,,765.0,,1005.0,,9.7,,8.9,,10.4,
395036,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,387,  Neither English nor French,,930.0,,375.0,,560.0,,5.1,,4.3,,5.8,
395037,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,388,Total - First official language spoken for the total population excluding institutional residents - 100% data,37.0,18290.0,,8635.0,,9655.0,,100.0,,100.0,,100.0,
395038,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,389,  English,,16960.0,,8090.0,,8870.0,,92.7,,93.7,,91.9,
395039,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,390,  French,,185.0,,85.0,,95.0,,1.0,,1.0,,1.0,
395040,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,391,  English and French,,235.0,,100.0,,135.0,,1.3,,1.2,,1.4,
395041,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,392,  Neither English nor French,,910.0,,360.0,,550.0,,5.0,,4.2,,5.7,
395042,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,393,Total - Mother tongue for the total population excluding institutional residents - 100% data,38.0,18290.0,,8635.0,,9655.0,,100.0,,100.0,,100.0,
395043,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,394,  Single responses,,17160.0,,8080.0,,9085.0,,93.8,,93.6,,94.1,
395044,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,395,    Official languages,,7325.0,,3660.0,,3665.0,,40.0,,42.4,,38.0,
395045,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,396,      English,,7065.0,,3515.0,,3550.0,,38.6,,40.7,,36.8,
395046,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,397,      French,,255.0,,145.0,,115.0,,1.4,,1.7,,1.2,
395047,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,398,    Non-official languages,,9840.0,,4415.0,,5425.0,,53.8,,51.1,,56.2,
395048,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,399,      Indigenous languages,39.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395049,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,400,        Algonquian languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395050,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,401,          Blackfoot,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395051,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,402,          Cree-Innu languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395052,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,403,            Atikamekw,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395053,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,404,            Cree languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395054,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,405,              Ililimowin (Moose Cree),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395055,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,406,              Inu Ayimun (Southern East Cree),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395056,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,407,              Iyiyiw-Ayimiwin (Northern East Cree),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395057,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,408,              Nehinawewin (Swampy Cree),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395058,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,409,              Nehiyawewin (Plains Cree),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395059,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,410,              Nihithawiwin (Woods Cree),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395060,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,411,"              Cree, n.o.s.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395061,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,412,            Innu (Montagnais),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395062,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,413,            Naskapi,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395063,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,414,          Eastern Algonquian languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395064,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,415,            Mi'kmaq,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395065,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,416,            Wolastoqewi (Malecite),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395066,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,417,          Ojibway-Potawatomi languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395067,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,418,            Anicinabemowin (Algonquin),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395068,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,419,            Oji-Cree,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395069,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,420,            Ojibway languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395070,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,421,              Anishinaabemowin (Chippewa),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395071,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,422,              Daawaamwin (Odawa),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395072,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,423,              Saulteau (Western Ojibway),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395073,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,424,"              Ojibway, n.o.s.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395074,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,425,"          Algonquian languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395075,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,426,        Athabaskan languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395076,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,427,          Northern Athabaskan languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395077,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,428,            Dakelh (Carrier),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395078,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,429,            Dane-zaa (Beaver),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395079,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,430,"            Dene, n.o.s.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395080,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,431,            Gwich'in,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395081,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,432,            Slavey-Hare languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395082,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,433,              Deh Gah Ghotie Zhatie (South Slavey),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395083,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,434,              Satuotine Yati (North Slavey),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395084,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,435,"              Slavey, n.o.s.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395085,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,436,            Tahltan languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395086,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,437,              Kaska (Nahani),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395087,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,438,              Tahltan,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395088,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,439,            Tlicho (Dogrib),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395089,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,440,            Tse'khene (Sekani),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395090,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,441,            Tsilhqot'in (Chilcotin),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395091,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,442,            Tsuu T'ina (Sarsi),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395092,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,443,            Tutchone languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395093,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,444,              Northern Tutchone,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395094,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,445,              Southern Tutchone,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395095,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,446,"              Tutchone, n.o.s.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395096,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,447,            Wetsuwet'en-Babine,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395097,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,448,          Tlingit,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395098,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,449,"          Athabaskan languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395099,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,450,        Haida,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395100,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,451,        Inuktut (Inuit) languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395101,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,452,          Inuinnaqtun (Inuvialuktun),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395102,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,453,            Inuinnaqtun,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395103,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,454,            Inuvialuktun,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395104,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,455,          Inuktitut,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395105,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,456,"          Inuktut (Inuit) languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395106,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,457,        Iroquoian languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395107,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,458,          Cayuga,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395108,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,459,          Mohawk,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395109,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,460,          Oneida,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395110,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,461,"          Iroquoian languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395111,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,462,        Ktunaxa (Kutenai),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395112,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,463,        Michif,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395113,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,464,        Salish languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395114,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,465,          Halkomelem,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395115,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,466,          Lillooet,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395116,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,467,          Ntlakapamux (Thompson),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395117,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,468,          Secwepemctsin (Shuswap),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395118,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,469,          Squamish,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395119,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,470,          Straits,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395120,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,471,          Syilx (Okanagan),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395121,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,472,"          Salish languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395122,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,473,        Siouan languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395123,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,474,          Assiniboine,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395124,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,475,          Dakota,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395125,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,476,          Stoney,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395126,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,477,"          Siouan languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395127,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,478,        Tsimshian languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395128,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,479,          Gitxsan (Gitksan),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395129,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,480,          Nisga'a,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395130,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,481,          Tsimshian,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395131,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,482,        Wakashan languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395132,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,483,          Haisla,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395133,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,484,          Heiltsuk,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395134,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,485,          Kwak'wala (Kwakiutl),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395135,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,486,          Nuu-chah-nulth (Nootka),,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395136,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,487,"          Wakashan languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395137,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,488,"        Indigenous languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395138,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,489,"        Indigenous languages, n.o.s.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395139,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,490,      Non-Indigenous languages,,9835.0,,4415.0,,5420.0,,53.8,,51.1,,56.1,
395140,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,491,        Afro-Asiatic languages,,365.0,,200.0,,165.0,,2.0,,2.3,,1.7,
395141,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,492,          Berber languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395142,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,493,            Kabyle,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395143,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,494,            Tamazight,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395144,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,495,"            Berber languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395145,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,496,          Chadic languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395146,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,497,            Hausa,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395147,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,498,            Mina,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395148,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,499,          Coptic,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395149,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,500,          Cushitic languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395150,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,501,            Bilen,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395151,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,502,            Oromo,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395152,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,503,            Somali,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395153,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,504,"            Cushitic languages, n.i.e.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395154,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,505,          Semitic languages,,360.0,,200.0,,165.0,,2.0,,2.3,,1.7,
395155,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,506,            Amharic,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395156,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,507,            Arabic,,265.0,,150.0,,120.0,,1.4,,1.7,,1.2,
395157,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,508,            Aramaic languages,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395158,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,509,              Assyrian Neo-Aramaic,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395159,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,510,              Chaldean Neo-Aramaic,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395160,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,511,"              Aramaic, n.o.s.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
395161,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,512,            Harari,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
