YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2015;David Lam Park;;Community Space;Plaza/Park/Band Shell;1300 Pacific Blvd, Vancouver, BC, V6Z 2V1;Downtown;City of Vancouver;467154;;Yes;"{""coordinates"": [-123.1241736, 49.2724252], ""type"": ""Point""}";49.2724252, -123.1241736
2015;Dorothy Somerset Studio Theatre;;Theatre/Performance;Theatre;6361 University Blvd, Vancouver, BC, V6T 1Z2;UBC;Government;;120;Yes;"{""coordinates"": [-123.2543722, 49.2643788], ""type"": ""Point""}";49.2643788, -123.2543722
2015;Douglas Reynolds Gallery;www.douglasreynoldsgallery.com;Museum/Gallery;Museum/Gallery;2335 Granville St, Vancouver, BC, V6H 3G4;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1385998, 49.2648423], ""type"": ""Point""}";49.2648423, -123.1385998
2015;Douglas Udell Gallery;www.douglasudellgallery.com?;Museum/Gallery;Museum/Gallery;1558 W 6th Av, Vancouver, BC, V6J 1R2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1399725, 49.2661804], ""type"": ""Point""}";49.2661804, -123.1399725
2015;Dunbar Community Centre;http://dunbarcentre.org/dunbar/;Community Space;Community Centre/Hall;4747 Dunbar St, Vancouver, BC, V6S 2H2;Dunbar-Southlands;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.188251960704, 49.2428154263277], ""type"": ""Point""}";49.2428154263277, -123.188251960704
2015;Dundarave Print Workshop & Gallery;www.dundaraveprintworkshop.com;Museum/Gallery;Museum/Gallery;1640 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Privately Owned;230;;Yes;"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}";49.2721848, -123.1353489
2015;Dynamo Arts Association;www.dynamoarts.tumblr.com?;Museum/Gallery;Museum/Gallery;30 E 6th Ave, Vancouver, BC, V5T 1J4;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}";49.2653017, -123.1040486
2015;Eagle Spirit Gallery;www.eaglespiritgallery.com;Museum/Gallery;Museum/Gallery;1803 Maritime Mews, Vancouver, BC, V6H 3W7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.136077, 49.2710507], ""type"": ""Point""}";49.2710507, -123.136077
2015;Elm Park Field House;http://vancouver.ca/parks-recreation-culture/elm-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5800 Elm St, Vancouver, BC, V6N 1A3;Kerrisdale;Vancouver Park Board/COV;530;;Yes;"{""coordinates"": [-123.1641351, 49.2341311], ""type"": ""Point""}";49.2341311, -123.1641351
2015;False Creek Community Centre;http://www.falsecreekcc.ca/;Community Space;Community Centre/Hall;1318 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.134020271425, 49.269397070325], ""type"": ""Point""}";49.269397070325, -123.134020271425
2015;Fox Cabaret;http://www.foxcabaret.com/;Café/Restaurant/Bar;Bar/Lounge/Cabaret;2321 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1014108, 49.2642396], ""type"": ""Point""}";49.2642396, -123.1014108
2015;Frederic Wood Theatre;http://www.theatre.ubc.ca/facilities_images.shtml;Theatre/Performance;Theatre;6354 Crescent Rd, Vancouver, BC, V6T 1Z2;UBC;Government;;400;Yes;"{""coordinates"": [-123.2572691, 49.268215], ""type"": ""Point""}";49.268215, -123.2572691
2015;Gallery Jones;www.galleryjones.com?;Museum/Gallery;Museum/Gallery;1725 W 3rd Av, Vancouver, BC, V6J 1K7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1438197, 49.2689012], ""type"": ""Point""}";49.2689012, -123.1438197
2015;GMS Observatory;http://www.spacecentre.ca/gms;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;2811;;Yes;"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}";49.276261, -123.144436
2015;Gordon Neighbourhood house;http://gordonhouse.org/;Community Space;Community Centre/Hall;1019 Broughton St, Vancouver, BC, V6G 2A7;West End;Non-Profit;;;Yes;"{""coordinates"": [-123.1337018, 49.2856642], ""type"": ""Point""}";49.2856642, -123.1337018
2015;Great Northern Way Scene Shop;www.gnwshop.ca?;Studio/Rehearsal;Workshop;281 Industrial, Vancouver, BC, V5A 2P2;Strathcona;City of Vancouver;;;Yes;"{""coordinates"": [-123.098432, 49.270087], ""type"": ""Point""}";49.270087, -123.098432
2015;Hastings Community Centre;https://vancouver.ca/parks-recreation-culture/hastings-community-centre.aspx;Community Space;Community Centre/Hall;3096 E Hastings St, Vancouver, BC, V5K 2A3;Hastings-Sunrise;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.039369, 49.280678], ""type"": ""Point""}";49.280678, -123.039369
2015;Hastings Mill Store Museum;www.hastings-mill-museum.ca?;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.185988, 49.272817], ""type"": ""Point""}";49.272817, -123.185988
2015;Havana Gallery;www.havanarestaurant.ca;Museum/Gallery;Museum/Gallery;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.069421, 49.273662], ""type"": ""Point""}";49.273662, -123.069421
2015;Hillcrest Centre;http://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx;Community Space;Community Centre/Hall;4575 Clancy Loranger Way, Vancouver, BC, V5Y 2M4;Riley Park;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.104291617649, 49.2416922650002], ""type"": ""Point""}";49.2416922650002, -123.104291617649
2015;Hill's Native Art;www.hillsnativeart.com;Museum/Gallery;Museum/Gallery;165 Water St, Vancouver, BC, V6B 1A7;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1081528, 49.2844721], ""type"": ""Point""}";49.2844721, -123.1081528
2015;Ian Tan Gallery;www.iantangallery.com?;Museum/Gallery;Museum/Gallery;2202 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1383868, 49.2661646], ""type"": ""Point""}";49.2661646, -123.1383868
2015;Inuit Gallery of Vancouver;www.inuit.com;Museum/Gallery;Museum/Gallery;206 Cambie St, Vancouver, BC, V6B 2M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1088083, 49.2842455], ""type"": ""Point""}";49.2842455, -123.1088083
2015;James Black Gallery;http://www.thejamesblack.gallery/;Museum/Gallery;Museum/Gallery;144 E 6th Av, Vancouver, BC, V5T1J5;Mount Pleasant;Privately Owned;1500;15;Yes;"{""coordinates"": [-123.1019214, 49.2652632], ""type"": ""Point""}";49.2652632, -123.1019214
2015;Jennifer Kostuik Gallery;www.kostuikgallery.com?;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1211143, 49.2766268], ""type"": ""Point""}";49.2766268, -123.1211143
2015;Jericho Arts Centre;www.jerichoartscentre.com?;Theatre/Performance;Theatre;1675 Discovery St, Vancouver, BC, V6R 2K5;West Point Grey;Vancouver Park Board/COV;5000;135;Yes;"{""coordinates"": [-123.202893, 49.272369], ""type"": ""Point""}";49.272369, -123.202893
2015;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Vancouver Park Board/COV;160565;;Yes;"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}";49.25716, -123.06391
2015;Kafka's Coffee and Tea;www.kafkascoffee.ca;Café/Restaurant/Bar;Café/Restaurant;2525 Main St, Vancouver, BC, V5T 3E5;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1014219, 49.2623554], ""type"": ""Point""}";49.2623554, -123.1014219
2015;Karen Flamenco Dance Society;http://karenflamenco.com;Studio/Rehearsal;Rehearsal Studio;60 W 7th Av, Vancouver, BC, V5Y 1L6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.106533, 49.2644359], ""type"": ""Point""}";49.2644359, -123.106533
2015;Kensington Community Centre;http://vancouver.ca/parks-recreation-culture/kensington-community-centre.aspx;Community Space;Community Centre/Hall;5175 Dumfries St, Vancouver, BC, V5P 3A2;Kensington-Cedar Cottage;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.075480182997, 49.2384815559383], ""type"": ""Point""}";49.2384815559383, -123.075480182997
2015;Kerrisdale Community Centre;http://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx;Community Space;Community Centre/Hall;5851 West Blvd, Vancouver, BC, V6M 3W9;Kerrisdale;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.157092907213, 49.2331853554205], ""type"": ""Point""}";49.2331853554205, -123.157092907213
2015;Kitsilano Showboat;http://www.kitsilanoshowboat.com/showboat.html;Community Space;Plaza/Park/Band Shell;2300 Cornwall Av, Vancouver, BC, V6K 1B7;Kitsilano;City of Vancouver;1000;;Yes;"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}";49.2725956, -123.1573621
2015;Kitsilano War Memorial Community Centre;http://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx;Community Space;Community Centre/Hall;2690 Larch St, Vancouver, BC, V6K 4K9;Kitsilano;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.160105613733, 49.2620553391672], ""type"": ""Point""}";49.2620553391672, -123.160105613733
2015;MakerLabs;www.makerlabs.ca;Studio/Rehearsal;Workshop;780 E Cordova St, Vancouver, BC, V6A1M3;Strathcona;Privately Owned;26000;300;Yes;"{""coordinates"": [-123.087695, 49.2818014], ""type"": ""Point""}";49.2818014, -123.087695
2015;Mascall Dance;www.mascalldance.ca?;Studio/Rehearsal;Rehearsal Studio;1130 Jervis St, Vancouver, BC, V6E 2C7;West End;Privately Owned;2500;;Yes;"{""coordinates"": [-123.134145, 49.283306], ""type"": ""Point""}";49.283306, -123.134145
2015;Media Club;www.themediaclub.ca?;Café/Restaurant/Bar;Bar/Lounge/Cabaret;695 Cambie St, Vancouver, BC, V6B 2P1;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.1131599, 49.2794398], ""type"": ""Point""}";49.2794398, -123.1131599
2015;Metro Theatre;www.metrotheatre.org?;Theatre/Performance;Theatre;1370 Sw Marine Dr, Vancouver, BC, V6P 5Z9;Marpole;Privately Owned;;308;Yes;"{""coordinates"": [-123.1375815, 49.20363], ""type"": ""Point""}";49.20363, -123.1375815
2015;Moberly Arts and Culture Centre;www.mysunset.net;Community Space;Community Centre/Hall;7646 Prince Albert St, Vancouver, BC, V5X 3Z4;Sunset;Vancouver Park Board/COV;2264;;Yes;"{""coordinates"": [-123.087343, 49.215192], ""type"": ""Point""}";49.215192, -123.087343
2015;Moberly Park Field House;http://vancouver.ca/parks-recreation-culture/moberly-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;7646 Prince Albert, Vancouver, BC, V5X 3Z4;Sunset;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.087095, 49.215253], ""type"": ""Point""}";49.215253, -123.087095
2015;Mount Pleasant Community Centre;http://www.mountpleasantcc.ca/;Community Space;Community Centre/Hall;1 Kingsway, Vancouver, BC, V5T 3H7;Mount Pleasant;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.1000824, 49.2641411], ""type"": ""Point""}";49.2641411, -123.1000824
2015;Museum of Vancouver;www.museumofvancouver.ca?;Museum/Gallery;Museum/Gallery;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;75000;;Yes;"{""coordinates"": [-123.144897, 49.276365], ""type"": ""Point""}";49.276365, -123.144897
2015;New Leaf Editions;www.newleafeditions.com?;Studio/Rehearsal;Workshop;1370 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.134665, 49.269841], ""type"": ""Point""}";49.269841, -123.134665
2015;Octopus Studios;;Studio/Rehearsal;Artist Studio;393 Powell St, Vancouver, BC, V6A 1G5;Strathcona;Privately Owned;3000;;Yes;"{""coordinates"": [-123.0957216, 49.2833651], ""type"": ""Point""}";49.2833651, -123.0957216
2015;Old Foundry Building;www.studiostone.ca;Studio/Rehearsal;Artist Studio;1760 Vernon Drive, Vancouver, BC, V6A 3T8;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0788058, 49.2689417], ""type"": ""Point""}";49.2689417, -123.0788058
2015;Or Gallery;www.orgallery.org?;Museum/Gallery;Museum/Gallery;555 Hamilton St, Vancouver, BC, V6B 2R1;Downtown;Privately Owned;2043;;Yes;"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}";49.281406, -123.112094
2015;Orpheum Annex;http://vancouver.caparks-recreation-culture/rent-the-orpheum-annex.aspx;Theatre/Performance;Performance Space;823 Seymour St, Vancouver, BC, V6B 5G1;Downtown;City of Vancouver;3500;193;Yes;"{""coordinates"": [-123.1194108, 49.2803528], ""type"": ""Point""}";49.2803528, -123.1194108
2015;Orpheum Theatre;https://vancouver.caparks-recreation-culture/the-orpheum.aspx;Theatre/Performance;Theatre;601 Smithe St, Vancouver, BC, V6B 5G1;Downtown;City of Vancouver;;2688;Yes;"{""coordinates"": [-123.12051, 49.279881], ""type"": ""Point""}";49.279881, -123.12051
2015;Ouisi Bistro;http://www.ouisibistro.com/#events;Café/Restaurant/Bar;Café/Restaurant;3014 Granville St, Vancouver, BC, V6H 3J8;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1386441, 49.258518], ""type"": ""Point""}";49.258518, -123.1386441
2015;Pacific Theatre;www.pacifictheatre.org?;Theatre/Performance;Theatre;1440 W 12th Av, Vancouver, BC, V6H 1M8;Fairview;Privately Owned;1673;128;Yes;"{""coordinates"": [-123.1372216, 49.2607195], ""type"": ""Point""}";49.2607195, -123.1372216
2015;Pandora's Box Rehearsal Studios;http://www.pandorasboxstudios.com/;Studio/Rehearsal;Film/Recording Studio;1890 Pandora St, Vancouver, BC, V5L 1M5;Grandview-Woodland;Privately Owned;8300;;Yes;"{""coordinates"": [-123.0656267, 49.2830062], ""type"": ""Point""}";49.2830062, -123.0656267
2015;Petley Jones Gallery;www.petleyjones.com?;Museum/Gallery;Museum/Gallery;554 W 6th Av, Vancouver, BC, V6J 1R2;Mount Pleasant;Privately Owned;1500;;Yes;"{""coordinates"": [-123.0917358, 49.2652275], ""type"": ""Point""}";49.2652275, -123.0917358
2015;PNE Garden Auditorium;www.circuswest.com;Educational;Educational Institution;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;9000;600;Yes;"{""coordinates"": [-123.041812, 49.281965], ""type"": ""Point""}";49.281965, -123.041812
2015;Polish Community Centre;http://polishcommunitycentre.com/;Community Space;Community Centre/Hall;4015 Fraser St, Vancouver, BC, V5V 4E6;Riley Park;Privately Owned;;;Yes;"{""coordinates"": [-123.0902312, 49.2491288], ""type"": ""Point""}";49.2491288, -123.0902312
2015;Progress Lab 1422;www.pl1422.blogspot.com?;Studio/Rehearsal;Rehearsal Studio;1422 William, Vancouver, BC, V5L 2P7;Grandview-Woodland;Privately Owned;1552;100;Yes;"{""coordinates"": [-123.0752583, 49.2737909], ""type"": ""Point""}";49.2737909, -123.0752583
2015;Prophouse Café;www.PropHouseCafe.com;Café/Restaurant/Bar;Café/Restaurant;1636 Venables St, Vancouver, BC, V5L 2H2;Grandview-Woodland;Privately Owned;2000;;Yes;"{""coordinates"": [-123.0704947, 49.2766423], ""type"": ""Point""}";49.2766423, -123.0704947
2015;Queen Elizabeth Theatre Plaza;;Community Space;Plaza/Park/Band Shell;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;23690;;Yes;"{""coordinates"": [-123.113393, 49.27994], ""type"": ""Point""}";49.27994, -123.113393
2015;Ray-Cam Co-Operative Center;http://vancouver.ca/parks-recreation-culture/ray-cam-co-operative-centre.aspx;Community Space;Community Centre/Hall;920 E Hastings St, Vancouver, BC, V6A 3T1;Strathcona;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.084089333259, 49.2807361611339], ""type"": ""Point""}";49.2807361611339, -123.084089333259
2015;Red Gate Arts;;Studio/Rehearsal;Artist Studio;855 E Hastings St, Vancouver, BC, V6A 1R8;Strathcona;Privately Owned;7500;;Yes;"{""coordinates"": [-123.0859896, 49.2811222], ""type"": ""Point""}";49.2811222, -123.0859896
2015;Rennie Collection at Wing Sang;;Museum/Gallery;Museum/Gallery;51 E Pender St, Vancouver, BC, V6A 1S9;Downtown;Privately Owned;20000;;Yes;"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}";49.2806995, -123.1031317
2015;Rickshaw Theatre;www.liveatrickshaw.com;Theatre/Performance;Theatre;254 E Hastings St, Vancouver, BC, V6A 1P1;Strathcona;Privately Owned;10000;;Yes;"{""coordinates"": [-123.0983094, 49.281272], ""type"": ""Point""}";49.281272, -123.0983094
2015;Rio Theatre;www.riotheatre.ca?;Theatre/Performance;Cinema;1660 E Broadway, Vancouver, BC, V5N 1W1;Kensington-Cedar Cottage;Privately Owned;;420;Yes;"{""coordinates"": [-123.0704852, 49.2620042], ""type"": ""Point""}";49.2620042, -123.0704852
2015;Sarah McLachlan School of Music;www.sarahschoolofmusic.com?;Educational;Educational Institution;138 E 7th Av, Vancouver, BC, V5T 1M6;Mount Pleasant;Privately Owned;16000;;Yes;"{""coordinates"": [-123.101954, 49.264581], ""type"": ""Point""}";49.264581, -123.101954
2015;Scotiabank Dance Centre - Faris Family Studio;;Theatre/Performance;Theatre;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;2944;154;Yes;"{""coordinates"": [-123.125711, 49.277065], ""type"": ""Point""}";49.277065, -123.125711
2015;Soundhouse Studios;http://www.soundhousestudios.com/;Studio/Rehearsal;Film/Recording Studio;33 W 8th Av, Vancouver, BC, V5Y 1M8;Mount Pleasant;Privately Owned;7000;;Yes;"{""coordinates"": [-123.1057281, 49.2640305], ""type"": ""Point""}";49.2640305, -123.1057281
2015;St. James Anglican Church;www.stjames.bc.ca;Community Space;Place of Worship;303 E Cordova St, Vancouver, BC, V6A 1L4;Strathcona;Other;;;Yes;"{""coordinates"": [-123.0971846, 49.2825039], ""type"": ""Point""}";49.2825039, -123.0971846
2015;Strathcona Community Centre;https://vancouver.ca/parks-recreation-culture/strathcona-community-centre.aspx;Community Space;Community Centre/Hall;601 Keefer St, Vancouver, BC, V6A 3V8;Strathcona;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.091546208357, 49.279779792626], ""type"": ""Point""}";49.279779792626, -123.091546208357
2015;Studio 1398;www.giculturalsociety.org/studio1398/;Studio/Rehearsal;Rehearsal Studio;1398 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;1748;96;Yes;"{""coordinates"": [-123.135137, 49.269883], ""type"": ""Point""}";49.269883, -123.135137
2015;Taiwanese Canadian Cultural Society;www.tccs.ca;Community Space;Community Centre/Hall;8853 Selkirk St, Vancouver, BC, V6P 4J6;Marpole;Privately Owned;;;Yes;"{""coordinates"": [-123.1338135, 49.2047023], ""type"": ""Point""}";49.2047023, -123.1338135
2015;Tangent Café;http://tangentcafe.ca/;Café/Restaurant/Bar;Café/Restaurant;2095 Commercial Dr, Vancouver, BC, V5N 4A9;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0698073, 49.266022], ""type"": ""Point""}";49.266022, -123.0698073
2015;The Beaumont Studios;http://www.thebeaumontstudios.com/;Studio/Rehearsal;Artist Studio;316 W 5th Av, Vancouver, BC, V5Y 1J5;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1112172, 49.2665809], ""type"": ""Point""}";49.2665809, -123.1112172
2015;The Emerald;http://emeraldsupperclub.com/;Café/Restaurant/Bar;Bar/Lounge/Cabaret;555 Gore Av, Vancouver, BC, V6A 2Z6;Strathcona;Privately Owned;;70;Yes;"{""coordinates"": [-123.0975156, 49.2796914], ""type"": ""Point""}";49.2796914, -123.0975156
2015;The Permanent;http://thepermanent.ca;Community Space;Community Centre/Hall;330 W Pender St, Vancouver, BC, V6B 1T3;Downtown;Privately Owned;7000;279;Yes;"{""coordinates"": [-123.1117385, 49.2822111], ""type"": ""Point""}";49.2822111, -123.1117385
2015;Tom Lee Music Recital Hall;www.tomleemusic.ca;Theatre/Performance;Performance Space;929 Granville St, Vancouver, BC, V6Z 1L3;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1224555, 49.2800125], ""type"": ""Point""}";49.2800125, -123.1224555
2015;Tracey Lawrence Gallery;;Museum/Gallery;Museum/Gallery;1531 W 4th Av, Vancouver, BC, V6J 1L6;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.139461, 49.267975], ""type"": ""Point""}";49.267975, -123.139461
2015;UBC Museum of Anthropology;http://moa.ubc.ca/;Museum/Gallery;Museum/Gallery;6393 NW Marine Dr, Vancouver, BC, V6T 1Z2;UBC;Other;38889;;Yes;"{""coordinates"": [-123.259174, 49.26907], ""type"": ""Point""}";49.26907, -123.259174
2015;UBC Thunderbird Arena;http://thunderbirdarena.ubc.ca/;Community Space;Arena/Stadium;2555 Wesbrook Mall, Vancouver, BC, V6T 1Z3;UBC;Government;17000;5033;Yes;"{""coordinates"": [-123.2413205, 49.2612385], ""type"": ""Point""}";49.2612385, -123.2413205
2015;Unit/Pitt Projects;www.helenpittgallery.org;Museum/Gallery;Museum/Gallery;236 E Pender St, Vancouver, BC, V6A 1T7;Strathcona;Privately Owned;759;;Yes;"{""coordinates"": [-123.098813, 49.280103], ""type"": ""Point""}";49.280103, -123.098813
2015;Uno Langmann Limited Fine Arts;www.langmann.com;Museum/Gallery;Museum/Gallery;2117 Granville St, Vancouver, BC, V6H 3E9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1388698, 49.2666423], ""type"": ""Point""}";49.2666423, -123.1388698
2015;Uzume Taiko Drum Group Society;www.uzume.com?;Studio/Rehearsal;Rehearsal Studio;1254 Frances St, Vancouver, BC, V6A 1Z5;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0779834, 49.279451], ""type"": ""Point""}";49.279451, -123.0779834
2015;Vancouver Aboriginal Friendship Centre;http://www.vafcs.org/;Community Space;Community Centre/Hall;1607 E Hastings St, Vancouver, BC, V5L 1S9;Grandview-Woodland;Other;;;Yes;"{""coordinates"": [-123.0724904, 49.2813439], ""type"": ""Point""}";49.2813439, -123.0724904
2015;Vancouver Access Artist Run Centre;www.accessgallery.ca;Museum/Gallery;Museum/Gallery;222 E Georgia St, Vancouver, BC, V6A 1Z7;Strathcona;Privately Owned;1020;;Yes;"{""coordinates"": [-123.098757, 49.278453], ""type"": ""Point""}";49.278453, -123.098757
2015;Vancouver Adapted Music;www.vams.org/;Studio/Rehearsal;Film/Recording Studio;4225 Laurel St, Vancouver, BC, V5Z 2G9;South Cambie;Privately Owned;;;Yes;"{""coordinates"": [-123.1248217, 49.2476977], ""type"": ""Point""}";49.2476977, -123.1248217
2015;Vancouver Alpen Club;http://www.vancouveralpenclub.ca/;Community Space;Community Centre/Hall;4875 Victoria Dr, Vancouver, BC, V5N 4P3;Kensington-Cedar Cottage;Privately Owned;8000;;Yes;"{""coordinates"": [-123.0657006, 49.2406492], ""type"": ""Point""}";49.2406492, -123.0657006
2015;Vancouver Art Gallery North Plaza;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.119848, 49.283113], ""type"": ""Point""}";49.283113, -123.119848
2015;Vancouver Art Gallery Offsite;http://www.vanartgallery.bc.ca/the_exhibitions/public_art.html;Museum/Gallery;Museum/Gallery;1100 W Georgia St, Vancouver, BC, V6E 0A8;West End;City of Vancouver;34033;;Yes;"{""coordinates"": [-123.124298, 49.286205], ""type"": ""Point""}";49.286205, -123.124298
2015;Vancouver Burlesque Centre;http://www.vancouverburlesquecentre.ca/;Studio/Rehearsal;Rehearsal Studio;124 W 6th Av, Vancouver, BC, V5Y 1K6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1075911, 49.2655855], ""type"": ""Point""}";49.2655855, -123.1075911
2015;Vancouver East Cultural Centre - Historic Theatre;www.thecultch.com?;Theatre/Performance;Theatre;1895 Venables St, Vancouver, BC, V5L 2H6;Grandview-Woodland;City of Vancouver;25000;195;Yes;"{""coordinates"": [-123.065797, 49.276674], ""type"": ""Point""}";49.276674, -123.065797
2015;Vancouver Holocaust Education Centre;www.vhec.org?;Museum/Gallery;Museum/Gallery;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;;;Yes;"{""coordinates"": [-123.126013, 49.233442], ""type"": ""Point""}";49.233442, -123.126013
2015;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}";49.277465, -123.147587
2015;Vancouver Photo Workshop;http://www.vancouverphotoworkshops.com/;Educational;Educational Institution;14 W 7th Av, Vancouver, BC, V5Y 1L6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1053882, 49.2647093], ""type"": ""Point""}";49.2647093, -123.1053882
2015;Vancouver Playhouse Theatre;http://vancouver.caparks-recreation-culture/vancouver-playhouse.aspx;Theatre/Performance;Theatre;600 Hamilton St, Vancouver, BC, V6B 6A1;Downtown;City of Vancouver;2600;668;Yes;"{""coordinates"": [-123.112328, 49.2808], ""type"": ""Point""}";49.2808, -123.112328
2015;Vancouver Symphony Orchestra School of Music;www.vsoschoolofmusic.ca?;Educational;Educational Institution;843 Seymour St, Vancouver, BC, V6B 3L4;Downtown;City of Vancouver;25000;;Yes;"{""coordinates"": [-123.119768, 49.280221], ""type"": ""Point""}";49.280221, -123.119768
2015;Vogue Theatre;www.voguetheatre.com;Theatre/Performance;Theatre;918 Granville St, Vancouver, BC, V6Z 1L2;Downtown;Privately Owned;8986;1136;Yes;"{""coordinates"": [-123.1218259, 49.2799671], ""type"": ""Point""}";49.2799671, -123.1218259
2015;Wall Centre Plaza;;Community Space;Plaza/Park/Band Shell;1088 Burrard St, Vancouver, BC, V6Z 2R9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1265368, 49.2801175], ""type"": ""Point""}";49.2801175, -123.1265368
2015;West 6th Artists Studios;;Studio/Rehearsal;Artist Studio;1571 W 6th Av, Vancouver, BC, V6J 1R1;Fairview;City of Vancouver;400;;Yes;"{""coordinates"": [-123.1401944, 49.266238], ""type"": ""Point""}";49.266238, -123.1401944
2015;Western Front - Luxe Hall;;Theatre/Performance;Performance Space;303 E 8th Av, Vancouver, BC, V5T 1S1;Mount Pleasant;Privately Owned;1250;126;Yes;"{""coordinates"": [-123.098716, 49.263894], ""type"": ""Point""}";49.263894, -123.098716
2015;Winsor Gallery;www.winsorgallery.com;Museum/Gallery;Museum/Gallery;258 E 1st Ave, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}";49.2689553, -123.0984496
