title,url,price,latitude,longitude
"Beautiful Laneway House, Private Living over 2 levels",https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-laneway-house/7608126745.html,"1,900",49.276723,-123.074081
Luxury Yaletown Condo - 1 bed + den - Parking & storage included,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-yaletown-condo-bed-den/7609465069.html,"2,700",49.278800,-123.113900
2435/2br-845sqf-Beautiful Central Location>Cambie & Main St>Furnished,https://vancouver.craigslist.org/van/apa/d/vancouver-br-845sqf-beautiful-central/7608004703.html,"2,435",49.250860,-123.108416
Rental for the largest unit in Vancouve iconic beach building,https://vancouver.craigslist.org/van/apa/d/vancouver-rental-for-the-largest-unit/7607324243.html,"2,550",49.281110,-123.130217
"FURNISHED 2 BR 1 BATH SUITE, NEAR R4, 41, 26, 430",https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-br-bath-suite-near/7609469006.html,"2,200",49.231200,-123.047000
2 Bed 2 Bath Penthouse suite at UBC Wesbrook Village,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-penthouse-suite-at/7609470009.html,"3,850",49.251261,-123.233267
Modern Yaletown 2bed 2bath stunning water views,https://vancouver.craigslist.org/van/apa/d/vancouver-modern-yaletown-2bed-2bath/7606494030.html,"5,750",49.274523,-123.112236
***Brand New Park West 18th Floor 2bed 2bath***,https://vancouver.craigslist.org/van/apa/d/north-vancouver-brand-new-park-west/7606722448.html,"4,995",49.324954,-123.122728
2bd+2bth+den unit w/VIEWS@FLAGSHIP by CONCORD PACIFIC for RENT!!!,https://vancouver.craigslist.org/van/apa/d/vancouver-2bd2bthden-unit-viewsflagship/7609467887.html,"4,000",49.274189,-123.112203
2 Bedroom Suite_8 Minutes to Edmonds Station,https://vancouver.craigslist.org/van/apa/d/burnaby-bedroom-suite8-minutes-to/7609469552.html,"2,799",49.227500,-122.930100
Walnut Grove Garden Suite For Rent,https://vancouver.craigslist.org/rds/apa/d/langley-walnut-grove-garden-suite-for/7609466284.html,"2,452",49.165992,-122.655444
E.VAN 5BR& 3.5BTH HOME FOR RENT (Unfurnished),https://vancouver.craigslist.org/van/apa/d/vancouver-evan-5br-35bth-home-for-rent/7607557123.html,"4,000",49.215600,-123.097900
Heart of Yaletown 1 Bedroom 1 Den Condo For Re,https://vancouver.craigslist.org/van/apa/d/vancouver-heart-of-yaletown-bedroom-den/7609462194.html,"2,900",49.278800,-123.113900
"Deep soaker bathtub, In-suite laundry, Community garden plots",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-deep-soaker-bathtub-in/7601366112.html,"3,950",49.305963,-123.030610
1 Bdr Walkout Basement Suite,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bdr-walkout-basement-suite/7609468131.html,"1,600",49.299700,-122.793400
Furnished 2Bdr/1Ba Upper Floor of 2 story house,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-2bdr-1ba-upper/7609467936.html,"3,700",49.255100,-123.066700
Beautiful Newly Renovated Upstairs Suite,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-newly-renovated/7609465778.html,"3,500",49.231400,-123.042400
English Bay Beautiful 1Bed room Suite,https://vancouver.craigslist.org/van/apa/d/vancouver-english-bay-beautiful-1bed/7605632640.html,"2,550",49.299000,-123.140800
Wonderful 1 bedroom/close to sky train/on-site management/fitness room,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-wonderful/7609466734.html,"2,225",49.220100,-122.899800
"0/bd 1/ba, 2 elevators, Located in Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-bd-ba-elevators-located-in/7605841550.html,"2,415",49.283300,-123.129800
Large Bachelor Suite,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-large-bachelor-suite/7604777902.html,"1,950",49.339302,-123.075027
"Close to SFU and Lougheed TownCenter,2 min walk to Burquitlam Skytrain",https://vancouver.craigslist.org/pml/apa/d/coquitlam-close-to-sfu-and-lougheed/7603592301.html,"3,650",49.261604,-122.885942
"Coquitlam west brand new 3 bedroom near Lougheed mall, SFU",https://vancouver.craigslist.org/pml/apa/d/coquitlam-coquitlam-west-brand-new/7609465456.html,"3,750",49.250283,-122.862682
2 bedroom 2bath Townhouse Royal Oak station,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-2bath-townhouse-royal/7606627638.html,"2,980",49.215576,-122.987716
Hotel Style New Condos in central richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-hotel-style-new-condos-in/7602798777.html,"4,980",49.189022,-123.126504
"Air con - 3,200 / 2br 2ba @ Lotus - Westminster Hwy & Alderbridge",https://vancouver.craigslist.org/rch/apa/d/richmond-air-con-br-2ba-lotus/7601924722.html,"3,200",49.170394,-123.144143
Pemberton Heights Property Rental - Lower Level,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-pemberton/7609464599.html,"2,950",49.322000,-123.114900
Fantastic Oceanview Home - Furnished - Great Location - West Vancouver,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-fantastic-oceanview-home/7605937879.html,"6,800",49.332200,-123.141700
2 bedroom suite for rent,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-suite-for-rent/7609463995.html,"2,700",49.268274,-122.991997
bassment/ bachelor suit 1 room 750/month,https://vancouver.craigslist.org/van/apa/d/vancouver-bassment-bachelor-suit-room/7609463449.html,750,49.224100,-123.077200
HISTORIC REILLY APARTMENTS NOW READY TO WELCOME RESIDENTS,https://vancouver.craigslist.org/van/apa/d/vancouver-historic-reilly-apartments/7609463310.html,"2,895",49.285276,-123.127770
**Oceanview Carriage House - Rare Opportunity**,https://vancouver.craigslist.org/pml/apa/d/belcarra-oceanview-carriage-house-rare/7605413182.html,"1,950",49.315253,-122.925854
1 BED 1 BATH CONDO,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-bed-bath-condo/7609460874.html,"2,200",49.141000,-122.856900
Furnished One Bedroom Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-one-bedroom/7609457161.html,"2,500",49.288672,-123.139697
North Surrey Fraser Heights 2 Bedrooms 1 Bath Available for Rent,https://vancouver.craigslist.org/rds/apa/d/surrey-north-surrey-fraser-heights/7598913579.html,"2,300",49.199072,-122.775200
1 bdrm of 2 berm apt for rent at UBC - 4 month short term only,https://vancouver.craigslist.org/van/apa/d/vancouver-bdrm-of-berm-apt-for-rent-at/7609460567.html,"1,500",49.249100,-123.208800
Stunning Waterfront Loft Yaletown-Rooftop Deck & World Class Amenities,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-waterfront-loft/7604550918.html,"4,795",49.278800,-123.113900
Wonderful 1 bedroom/close to sky train/on-site management/fitness room,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-wonderful/7607338253.html,"2,405",49.220100,-122.899800
Perfect 2 Br+2 Bath in Cambie/Marine - Easy Transit - VIEWS!!,https://vancouver.craigslist.org/van/apa/d/vancouver-perfect-br2-bath-in-cambie/7609457815.html,"3,800",49.210207,-123.117225
Unique Furnished 2 level Live/ Work Loft - JUNE 1 for 6 months,https://vancouver.craigslist.org/van/apa/d/vancouver-unique-furnished-level-live/7608466444.html,"3,500",49.280161,-123.079193
1 Bedroom Suites,https://vancouver.craigslist.org/rds/apa/d/langley-bedroom-suites/7605174844.html,"1,495",49.010639,-122.684582
"2bd 1ba, Brand new blinds, Situated in White Rock!",https://vancouver.craigslist.org/rds/apa/d/white-rock-2bd-1ba-brand-new-blinds/7608079558.html,"2,775",49.025900,-122.805800
Super Bright Classic Kits Apartment - Updated,https://vancouver.craigslist.org/van/apa/d/vancouver-super-bright-classic-kits/7609458014.html,"2,285",49.269014,-123.152106
Executive 2 bed 2 bath +den in convenient Brentwood area,https://vancouver.craigslist.org/bnc/apa/d/burnaby-executive-bed-bath-den-in/7609454925.html,"3,400",49.263825,-123.008723
"Rooftop adult lounge area, Lounge/Party room",https://vancouver.craigslist.org/van/apa/d/vancouver-rooftop-adult-lounge-area/7607251566.html,"3,350",49.261177,-123.097412
Downtown Coal Harbour 1B + 1Den (2nd Brd) + Balcony & in-suite storage,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-coal-harbour-1b-1den/7609452571.html,"3,680",49.287905,-123.123307
Spacious 1 bed + den apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bed-den-apartment/7609455557.html,"2,900",49.248535,-123.186264
Prosprise realty 4 bed 2 bath house for rent REF: 523c,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-north-prosprise-realty/7608046667.html,"5,200",49.374500,-123.186400
Prosprise 3bed 1.5bath upper lv house for rent ! ref#6075KU,https://vancouver.craigslist.org/rds/apa/d/surrey-prosprise-3bed-15bath-upper-lv/7599331027.html,"2,500",49.206463,-122.866292
Prosprise Realty- 1 bedroom and 1bathroom in Coal habour Ref:803588,https://vancouver.craigslist.org/van/apa/d/vancouver-prosprise-realty-bedroom-and/7604056018.html,"2,850",49.289990,-123.126792
Fully Furnished 1 bedroom plus den River District,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-bedroom-plus/7607366692.html,"2,950",49.217500,-123.038000
UBC Exchange Residence one bedroom apartment sublet,https://vancouver.craigslist.org/van/apa/d/vancouver-ubc-exchange-residence-one/7609454876.html,"1,850",49.269155,-123.248167
AVAILABLE  MAY 01: 2 BEDROOM UNIT NEAR KITS BEACH!!,https://vancouver.craigslist.org/van/apa/d/vancouver-available-may-01-bedroom-unit/7609454039.html,"2,395",49.264600,-123.164800
Spacious 1 bedroom/close to sky train/on-site management/fitness room,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-spacious/7609453632.html,"2,425",49.220100,-122.899800
Gorgeous 2 Bed +2 Bath Corner Suite,https://vancouver.craigslist.org/bnc/apa/d/burnaby-gorgeous-bed-bath-corner-suite/7609453076.html,"3,100",49.264449,-123.009546
"AVAILABLE  APRIL 15/ May 01, 2023: 1 BEDROOM RENOVATED UNIT IN KITS!!",https://vancouver.craigslist.org/van/apa/d/vancouver-available-april-15-may/7607517637.html,"2,695",49.264600,-123.164800
Downtown Coal Harbour 1B + 1Den (2nd Brd) + Balcony & in-suite storage,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-coal-harbour-1b-1den/7606618147.html,"3,680",49.287905,-123.123307
Fabulous Coal Harbour Water Front 3 Bedroom for rent,https://vancouver.craigslist.org/van/apa/d/vancouver-fabulous-coal-harbour-water/7609452114.html,"12,000",49.286600,-123.115800
"Window coverings, One and two bedroom suites, Games Room",https://vancouver.craigslist.org/rds/apa/d/langley-city-window-coverings-one-and/7600750721.html,"1,925",49.099700,-122.652600
Spacious 1 Bedroom Ground Level Basement Suite,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bedroom-ground-level/7609451533.html,"1,600",49.260000,-123.039800
2bed/2bathroom fairmont luxury furnished available NOW,https://vancouver.craigslist.org/van/apa/d/vancouver-2bed-2bathroom-fairmont/7607907359.html,"12,000",49.286885,-123.113887
1 bed/1 bath shangri la furnished,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-shangri-la-furnished/7607138174.html,"4,000",49.285493,-123.123932
7 bed/7 bath fully furnished luxury house,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-bed-bath-fully-furnished/7602442376.html,"13,500",49.354175,-123.150516
1 bedroom/ 1 bath furnished Fairmont,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bath-furnished/7604985243.html,"5,250",49.287865,-123.116355
2bed/2bath furnished Dowtown Vancouver Capitol,https://vancouver.craigslist.org/van/apa/d/vancouver-2bed-2bath-furnished-dowtown/7603569419.html,"5,000",49.280082,-123.119895
3 bed/ 2 bath Penthouse unit Yaletown available now.,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-penthouse-unit/7602293281.html,"7,980",49.277045,-123.129745
"2 bedroom, 1 bathroom. Ground level at 7037 Duff St",https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bathroom-ground-level/7606631634.html,"2,400",49.222000,-123.068300
Bright 4 Bedroom townhouse in Plateau Blvd,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bright-bedroom-townhouse-in/7608421279.html,"3,400",49.313201,-122.787839
Gorgeous 1 bedroom/close to sky train/on-site management/fitness room,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-gorgeous/7607327139.html,"2,425",49.220100,-122.899800
AVAIL NOW -LUXURY NEWER BI LEVEL 2 BED UN-FURN CONDO WITH OCEAN VIEWS!,https://vancouver.craigslist.org/van/apa/d/vancouver-avail-now-luxury-newer-bi/7605464925.html,"4,849",49.289782,-123.129015
4 bedroom 3 washroom house in Langley,https://vancouver.craigslist.org/rds/apa/d/langley-city-bedroom-washroom-house-in/7606131139.html,"3,750",49.099700,-122.652600
AVAIL NOW -LUXURY NEWER BI LEVEL 2 BED UN-FURN CONDO WITH OCEAN VIEWS!,https://vancouver.craigslist.org/van/apa/d/vancouver-avail-now-luxury-newer-bi/7605463705.html,"4,850",49.289782,-123.129015
"Quartz countertops, LVP flooring, Underground parking",https://vancouver.craigslist.org/van/apa/d/vancouver-quartz-countertops-lvp/7602906077.html,"3,450",49.283300,-123.129800
Furnished 2 bed @ SFU Burnaby Campus - Pets Permitted,https://vancouver.craigslist.org/bnc/apa/d/burnaby-furnished-bed-sfu-burnaby/7606344336.html,"2,850",49.278932,-122.904407
6 bedroom 3 bathroom  View home for rent Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bathroom-view-home-for/7605863668.html,"5,200",49.184901,-122.890406
Pet Friendly -Available August 1- Furnished 2 Bedroom@1351 Continental,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-available-august/7606248350.html,"3,400",49.279480,-123.126507
Pet Allowed Furnished 2 Bedroom@1351 Continental - Available August 1,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-allowed-furnished/7606248444.html,"3,400",49.279480,-123.126507
Vancouver single house second floor 4beds+2bath,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-single-house-second/7605195365.html,"3,500",49.215600,-123.097900
vancouve west 2beds+2bath high rise condo to rent,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouve-west-2beds2bath-high/7603897213.html,"3,600",49.261078,-123.140688
port moody ground floor 2 beds+1bath,https://vancouver.craigslist.org/pml/apa/d/port-moody-port-moody-ground-floor/7607714851.html,"1,850",49.323100,-122.862600
North Burnaby 2beds+2bath high rise condo to rent,https://vancouver.craigslist.org/bnc/apa/d/burnaby-north-burnaby-2beds2bath-high/7606617789.html,"3,300",49.274000,-123.007400
Coquitlam ground floor 3 beds+1bath to rent,https://vancouver.craigslist.org/pml/apa/d/coquitlam-north-coquitlam-ground-floor/7608325173.html,"2,500",49.265000,-122.871600
*Brand New* 2 Bed 2 Bath Walkup minutes from Joyce Station,https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-bed-bath-walkup/7609446297.html,"3,000",49.237060,-123.024859
Surrey central - furnished studio in condo,https://vancouver.craigslist.org/bnc/apa/d/surrey-surrey-central-furnished-studio/7609445183.html,"1,750",49.188500,-122.850500
(ORCA_REF#401-121E)*Bright and Spacious 2 Bed/1Bath unit,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref-ebright-and/7608666983.html,"2,800",49.318943,-123.071242
(ORCA_REF#621)***Elegant 5 Bed/7 Bath Home in Dundarave***,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref621elegant-bed/7609442980.html,"17,500",49.357259,-123.126724
(ORCA_REF#610-175)*Best Value Waterfront Unit; 1bed/1bath + Den,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref-best-value/7608667337.html,"2,950",49.316000,-123.057600
(ORCA_REF#705199)Gorgeous 2Bed/2Bath condo in Desirable Lower Lonsdale,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref705199gorgeous/7608670097.html,"4,000",49.309242,-123.076910
(ORCA_REF#3529W)***Amazing location! Available 4bed/4bath Home,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref3529wamazing-location/7608666849.html,"7,995",49.230200,-123.189000
"Furnished, ground level, bachelor suit",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-ground-level/7608664483.html,"1,700",49.343495,-123.062067
(ORCA_REF# 1156F) Almost Brand New Furnished 2 Beds / 2 Baths Suite,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref-1156f-almost/7608672529.html,"3,700",49.331426,-123.147341
(ORCA_REF#4151)Luxurious Living Awaits at this 4bed/4bath,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref4151luxurious/7608670227.html,"12,000",49.346868,-123.028472
"(ORCA_REF#4367R)*** Panoramic Views, Downtown Vancouver Living; 3 bed",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref4367r-panoramic/7608670412.html,"4,750",49.350016,-123.090594
"Rooftop terrace, In-suite laundry, Deep soaker bathtub",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-rooftop-terrace-in/7601500380.html,"3,075",49.305963,-123.030610
"(ORCA_REF#1101G)***Magnificent, Modern Living, 6,889 sqft, 6bed/8bath",https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref1101gmagnificent/7608676436.html,"22,000",49.351891,-123.145237
WEST RICHMOND UPPER FLOOR Fully Furnished!,https://vancouver.craigslist.org/rch/apa/d/richmond-west-richmond-upper-floor/7605202131.html,"4,500",49.155784,-123.171846
"Basement suite 1 bedroom furnished, SFU, quiet safe very clean",https://vancouver.craigslist.org/bnc/apa/d/burnaby-basement-suite-bedroom/7606020801.html,"1,500",49.241703,-122.964545
West Richmond Fully Furnished,https://vancouver.craigslist.org/van/apa/d/richmond-west-richmond-fully-furnished/7600823693.html,"4,500",49.155692,-123.171759
(ORCA_REF#3767D)***Fantastic Fully Furnished Family Home: 5bed/4bath,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref3767dfantastic/7608676583.html,"20,000",49.304142,-122.967130
(ORCA_REF#2101-1288)***Location Alert! Downtown Vancouver Living; 2bed,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref-location-alert/7608676693.html,"3,500",49.287628,-123.127311
(ORCA_REF#2401-128)***Panoramic Views and Luxury Living; 885sqft Unit,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref-panoramic-views-and/7608676792.html,"3,950",49.283013,-123.107127
(ORCA_REF#8-9560)** Gorgeous Townhouse in Central Location **,https://vancouver.craigslist.org/rch/apa/d/richmond-orcaref-gorgeous-townhouse-in/7607324829.html,"4,000",49.178832,-123.124462
**PET FRIENDLY** 2 BEDROOM & DEN AT THE HEIGHTS ON AUSTIN,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-pet-friendly-bedroom-den-at/7609443431.html,"4,500",49.249344,-122.863755
(ORCA_REF#5035H) **Quiet and Cozy Unfurnished 3 bed 1 bath Suite**,https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref5035h-quiet-and-cozy/7609443356.html,"2,650",49.239236,-123.025099
(ORCA_REF#609-6707)***Incredible Waterfront Living 2 Bed/ 1 Bath,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref-incredible/7609443273.html,"3,575",49.372642,-123.277604
"(ORCA_REF#2682)*Spectacular city & ocean views, elegant & impressive",https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-orcaref2682spectacular/7609443135.html,"7,500",49.350041,-123.187969
4 Bed 3Bath suite Great Location,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-bed-3bath-suite/7609443032.html,"3,500",49.274000,-122.764900
Metrotown Mckay 1 Bedroom 1 Parking 1 Locker 2700,https://vancouver.craigslist.org/van/apa/d/burnaby-metrotown-mckay-bedroom-parking/7609442218.html,"2,700",49.228700,-123.003600
Wonderful 1 bedroom/close to sky train/on-site management/fitness room,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-wonderful/7609442210.html,"2,355",49.220100,-122.899800
2 BD 1.5BA Lower Lonsdale Apt - Available June 1st,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bd-15ba-lower-lonsdale/7609442119.html,"3,200",49.322200,-123.083400
(VISTAREALTY.NET) Fabulous Main-Level House Your Dream Home Available,https://vancouver.craigslist.org/van/apa/d/vancouver-vistarealtynet-fabulous-main/7609440553.html,"4,800",49.291154,-123.045309
"2BD 1BA, Underground parking, Outdoor patio and BBQ area",https://vancouver.craigslist.org/van/apa/d/vancouver-2bd-1ba-underground-parking/7605814701.html,"3,550",49.283300,-123.129800
2 bedroom + den apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-den-apartment/7609431728.html,"3,000",49.220523,-122.955465
1Bed Furnished OCEAN VIEW Yaletown DOWNTOWN VANCOUVER beach+,https://vancouver.craigslist.org/van/apa/d/vancouver-1bed-furnished-ocean-view/7609439007.html,"2,600",49.274144,-123.127423
Perfection cleaners available,https://vancouver.craigslist.org/rds/apa/d/surrey-perfection-cleaners-available/7608567351.html,1,49.132644,-122.804489
Incredible Stanley Park and Coal Harbour views !,https://vancouver.craigslist.org/van/apa/d/vancouver-incredible-stanley-park-and/7605715187.html,"3,980",49.293164,-123.135619
1 bdrm suite near beach,https://vancouver.craigslist.org/rds/apa/d/surrey-bdrm-suite-near-beach/7609438202.html,"1,650",49.045570,-122.779184
SUMMER RENTAL - FULLY FURNISHED - MINS TO KITS BEACH,https://vancouver.craigslist.org/van/apa/d/vancouver-summer-rental-fully-furnished/7609437838.html,"5,200",49.267054,-123.168111
Burnaby Metrotown 2 Bedroom moutian view condo For Rent,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-metrotown-bedroom/7606627686.html,"2,900",49.231800,-123.009800
Richmond Paramount 2Beds Sub-penthouse for Rent Furnished,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-paramount-2beds-sub/7606997817.html,"3,600",49.167400,-123.136100
Downtown Vancouver Yaletown Condo Cosmo Furnished Studio For Rent,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-vancouver-yaletown/7602101952.html,"2,500",49.278781,-123.111784
"4100 / 2BR - 830 sqft - Brand New Cedar Walk UBC 503- 2 Bed, 2 Bath",https://vancouver.craigslist.org/van/apa/d/vancouver-br-sqft-brand-new-cedar-walk/7609436425.html,"4,100",49.463500,-122.822000
Basement suite,https://vancouver.craigslist.org/bnc/apa/d/burnaby-basement-suite/7605573701.html,"1,950",49.274000,-123.007400
2 Bedrooms 1 Bathroom Basement Suite,https://vancouver.craigslist.org/van/apa/d/vancouver-bedrooms-bathroom-basement/7606996126.html,"2,200",49.217500,-123.038000
Elegant Spacious 1 Bed 1 Bath at Space 18th Floor-Ready NOW or May 1st,https://vancouver.craigslist.org/van/apa/d/vancouver-elegant-spacious-bed-bath-at/7605159176.html,"2,290",49.278800,-123.113900
Renovated 1 Bed 1 Bath In Vancouver Central Available NOW! Heat In,https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-bed-bath-in/7602146936.html,"2,050",49.262000,-123.092300
Brand New 1 Bed 7th Floor at The Holland Surrey City Centre-Ready NOW,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-brand-new-bed/7608669843.html,"1,950",49.189400,-122.845400
Family house with individual entrance,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-family-house-with/7609432922.html,"2,900",49.275647,-122.762056
NEW BUILDING-Available NOW -Pet Friendly 1 BR@1168 Pendrell,https://vancouver.craigslist.org/van/apa/d/vancouver-new-building-available-now/7609432677.html,"2,850",49.282029,-123.131617
DOWNTOWN STUDIO,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-studio/7609432363.html,"1,600",49.278405,-123.128134
NEW BUILDING-Available NOW -Pet Friendly 1 BR@1168 Pendrell,https://vancouver.craigslist.org/van/apa/d/vancouver-new-building-available-now/7609432003.html,"2,850",49.282029,-123.131617
Beautiful Studio/close to sky train/on-site management/fitness room,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-beautiful/7607274697.html,"2,195",49.220100,-122.899800
???? FURNISHED 3BR/2 BATH DOWNTOWN VANCOUVER PENTHOUSE,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-3br-bath-downtown/7609431467.html,"6,990",49.285723,-123.123132
(VISTAREALTY.NET) FURNISHED- Rarely find! West End 1B+1Bath apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-vistarealtynet-furnished/7609431115.html,"2,300",49.299000,-123.140800
NEW BUILDING-Available NOW -Pet Friendly 1 BR@1168 Pendrell,https://vancouver.craigslist.org/van/apa/d/vancouver-new-building-available-now/7609430043.html,"2,850",49.282029,-123.131617
NEW BUILDING-Available NOW -Pet Friendly 1 BR@1168 Pendrell,https://vancouver.craigslist.org/van/apa/d/vancouver-new-building-available-now/7609429915.html,"2,850",49.282029,-123.131617
"Available NOW -NEW West End 1 Bedroom, Pets Allowed@1168 Pendrell",https://vancouver.craigslist.org/van/apa/d/vancouver-available-now-new-west-end/7609429751.html,"2,850",49.282029,-123.131617
"East facing, with open city view 1 bedroom",https://vancouver.craigslist.org/rch/apa/d/richmond-east-facing-with-open-city/7609425723.html,"1,745",49.170000,-123.136800
"1BD 1BA, Elevator (in one building), Well maintained grounds",https://vancouver.craigslist.org/rds/apa/d/white-rock-1bd-1ba-elevator-in-one/7608020697.html,"2,225",49.025900,-122.805800
Prestigious Highrise Condo Unit in Coal Harbour - Penthouse Unit,https://vancouver.craigslist.org/van/apa/d/vancouver-prestigious-highrise-condo/7606469335.html,"7,750",49.288250,-123.124815
Waterfront vacation home- Beach House One bedroom suite,https://vancouver.craigslist.org/pml/apa/d/port-moody-waterfront-vacation-home/7609428684.html,"4,350",49.291098,-122.851138
"House for Rent (Surrey, BC)",https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-house-for-rent/7609425098.html,"2,550",49.189400,-122.845400
270 Degree View Seeing 2 Bed and 2 Bath Condo for Rent,https://vancouver.craigslist.org/van/apa/d/vancouver-270-degree-view-seeing-bed/7605158556.html,"3,495",49.279457,-123.106113
Luxury 3 Bed 3 Bath plus Den Condo with Excellent Views for Rent,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-bed-bath-plus-den/7605182536.html,"7,995",49.277058,-123.122778
"Mobi bike share station, Bike maintenance area, On-site maintenance",https://vancouver.craigslist.org/van/apa/d/vancouver-mobi-bike-share-station-bike/7606519205.html,"2,355",49.261177,-123.097412
Elegant Townhome in the Heart of Beautiful Sullivan!,https://vancouver.craigslist.org/rds/apa/d/surrey-east-elegant-townhome-in-the/7604271262.html,"3,800",49.079100,-122.755300
1 year new Townhome 3+3+den,https://vancouver.craigslist.org/van/apa/d/surrey-year-new-townhome-33den/7606812190.html,"3,100",49.041182,-122.765887
Wonderful Studio/close to sky train/on-site management/fitness room,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-wonderful/7609423245.html,"2,195",49.220100,-122.899800
"Clean, Quiet, Spacious One Bedroom Apartment in Central Maple Ridge",https://vancouver.craigslist.org/pml/apa/d/maple-ridge-clean-quiet-spacious-one/7607550979.html,"1,550",49.219202,-122.594053
"BRAND NEW ""BRAESTONE"" DUPLEX",https://vancouver.craigslist.org/rds/apa/d/langley-brand-new-braestone-duplex/7604224281.html,"4,100",49.134946,-122.675614
1 year new townhome,https://vancouver.craigslist.org/van/apa/d/vancouver-year-new-townhome/7605884484.html,"4,680",49.215803,-123.115561
2 year new furnished A/C condo in concord garden,https://vancouver.craigslist.org/rch/apa/d/richmond-year-new-furnished-c-condo-in/7602923496.html,"3,300",49.188362,-123.127127
