Postal code,LONG,LAT
V5R3E8,-123.031325,49.229324
V5R3G1,-123.029827,49.229322
V5R3B5,-123.0564765,49.229475
V5S1E8,-123.050998,49.22664
V5R3A6,-123.047389,49.230141
V5S1C7,-123.038708,49.227792
V5R2Y6,-123.044519,49.232071
V5R2Y5,-123.044524,49.231891
V5R3E1,-123.038358,49.2293365
V5R4H9,-123.03756,49.230698
V5P1N4,-123.060968,49.230215
V5S3L1,-123.033809,49.22351
V5S4X5,-123.037906,49.219875
V5P1M9,-123.060943,49.231094
V5P1L4,-123.063828,49.232745
V5S4C5,-123.025248,49.221513
V5P1N8,-123.0602465,49.2293275
V5R5N4,-123.035475,49.232361
V5S4A7,-123.02526449999999,49.2116085
V5P1N2,-123.063812,49.230258
V5S4B7,-123.029007,49.214972
V5S4P2,-123.02592949999999,49.2240855
V5S1X5,-123.053817,49.220278
V5P3W9,-123.06545700000001,49.230657
V5R4R4,-123.025194,49.23073
V5P3S5,-123.06970849999999,49.2160235
V5S2E1,-123.05844099999999,49.21611
V6Z2R5,-123.13004,49.275998
V5T0B9,-123.099859,49.264669
V5P4H7,-123.060841,49.216193
V5P4A9,-123.065998,49.208559
V5S2G1,-123.05366,49.214649
V5P2E3,-123.061391,49.217913
V5P2N8,-123.059202,49.210656
V5P2P1,-123.062021,49.21016933333333
V5S3T6,-123.041699,49.210581
V5P2C6,-123.065288,49.217953
V5P2B7,-123.06773,49.219077
V5S2G6,-123.039542,49.213855
V5S2S2,-123.052903,49.219576
V6G1G5,-123.132847,49.288268
V6E2P4,-123.121853,49.28801
V6E1T4,-123.135594,49.278894
V6G2Z1,-123.139007,49.288088
V6G2E1,-123.13494,49.286266
V6E1V6,-123.138489,49.281046
V6G2M8,-123.140138,49.288252
V6Z2C1,-123.130647,49.276883
V6B1L7,-123.119508,49.280122
V6C0C1,-123.118759,49.288667
V6Z3E1,-123.129639,49.278655
V6E1P5,-123.135333,49.281529
V6Z3B3,-123.121474,49.271799
V6Z2Y3,-123.119428,49.273298
V6J1H6,-123.144369,49.269674
V5N2C1,-123.067914,49.258579
V5V2R9,-123.092219,49.244486
V6J2V3,-123.140249,49.250761
V6R2T8,-123.2016,49.260902
V6A1B1,-123.094255,49.284796
V5W2M8,-123.10571,49.227204
V6K1B9,-123.160748,49.272763999999995
V6H1M1,-123.132659,49.26061
V6H1J2,-123.130224,49.262594
V6N2S5,-123.189562,49.239619
V5S4P8,-123.030175,49.20793833333334
V5S4V3,-123.050642,49.206753
V5T4R2,-123.102238,49.256683
V5T4N7,-123.082358,49.262343
V5V4R7,-123.082585,49.245993
V5K1B9,-123.053265,49.290643
V5L1C9,-123.058679,49.287608
V6P3Y2,-123.128683,49.209579
V5Z4K6,-123.115393,49.269848
V5X2E6,-123.104248,49.214085
V5L2C7,-123.071608,49.277678
V6J2N1,-123.14961,49.256195
V6P1K5,-123.121581,49.222628
V6K4V2,-123.154561,49.261594
V5P2R5,-123.073076,49.211197
V5W2V2,-123.10168,49.227121
V5V4H8,-123.087737,49.253232
V5M4V2,-123.053857,49.261922
V6K1V1,-123.174831,49.267668
V6P6R2,-123.15489,49.211543
V6J3Z1,-123.15365066666668,49.27250133333333
V5Z0G9,-123.11551,49.249667
V5K2V7,-123.034963,49.275888
V6P1W5,-123.138987,49.218263
V5R1P8,-123.031161,49.246305
V6B2M6,-123.114867,49.277127
V5T4V7,-123.096256,49.261296
V5S4A6,-123.024474,49.212999333333336
V5X2M4,-123.104035,49.212349
V5M1W3,-123.05346,49.26305
V5T4K4,-123.099504,49.257575
V5K3J5,-123.053394,49.270517
V6Z2Z3,-123.118083,49.273595
V6R3N8,-123.183981,49.259495
V6Z3H3,-123.131156,49.273385
V5M2V8,-123.054405,49.251448
V6J5E7,-123.143453,49.265841
V5R3V1,-123.042627,49.241375
V6N4C9,-123.180433,49.223372
V6G1R4,-123.142043,49.290063
V6L2C2,-123.177196,49.243377
V5R4S3,-123.04362,49.238562
V6B0B9,-123.107498,49.279177
V6J1G7,-123.149096,49.270814
V6K1B3,-123.176597,49.271523
V6B8R3,-123.120491,49.277729
V6B5Z4,-123.121946,49.274285
V5K2G6,-123.045393,49.27919
V5N2A5,-123.067901,49.259475
V5L3S9,-123.073614,49.270078
V6G3C9,-123.13073,49.28969
V6E1H3,-123.129961,49.285062
V5K3Z2,-123.046548,49.279656
V5T3G8,-123.101356,49.257046
V6K3B4,-123.156923,49.257411
V5W3K3,-123.083694,49.22757
V5R1K3,-123.027401,49.247984
V5R3K9,-123.053523,49.241946
V6P6Z2,-123.128732,49.217192
V5V1B1,-123.09516,49.255509
V5S4T4,-123.04863,49.205797
V5T2P2,-123.079538,49.257925
V6P2K8,-123.139236,49.217182
V5V3T9,-123.098718,49.252495
V5L2W5,-123.066673,49.272204
V5V3C2,-123.0850845,49.2547905
V6B5W7,-123.127067,49.275513
V6J1K4,-123.144404,49.268793
V6H2M4,-123.127567,49.252172
V5V1N2,-123.08881,49.252872
V5Y3L4,-123.110865,49.261719
V6B1X6,-123.110667,49.278732
V6R1A9,-123.184541,49.272161
V6M2E1,-123.157108,49.232644
V5N4H9,-123.066646,49.246547
V6N3P8,-123.177283,49.228439
V5V3J4,-123.1032055,49.245279
V5L4Z1,-123.057966,49.281618
V6A3G8,-123.089771,49.278836
V5M1A6,-123.050767,49.269303
V5N1K2,-123.064852,49.266755
V6J1C3,-123.150738,49.274413
V5W2Y4,-123.09473,49.231997
V6P2B7,-123.12559,49.215459
V5S4C8,-123.026607,49.219829
V6K0B2,-123.156474,49.263791
V5N1Y3,-123.059148,49.261378
V5R2P5,-123.024592,49.236513
V5S1Z9,-123.052116,49.219042
V5P1G2,-123.063774,49.236821
V5S2W2,-123.048968,49.223769
V5V1C2,-123.084615,49.255315
V6L1C4,-123.156806,49.255261
V5K3A8,-123.04622,49.273171
V6C3N7,-123.123494,49.289397
V5K3N6,-123.044166,49.285217
V5L3W4,-123.070612,49.277835
V5S2C6,-123.049097,49.218767
V6H2J4,-123.13752,49.244244
V5V3P7,-123.100957,49.248373
V5N4T1,-123.062036,49.269085
V6G1P8,-123.139007,49.288088
V6J1P3,-123.146829,49.267083
V6Z2X1,-123.122138,49.272346
V6G1A6,-123.132117,49.290589
V6J1L1,-123.149153,49.268882
V5N2M6,-123.066558,49.251998
V6G3K1,-123.126598,49.290253
V6Z2T2,-123.12531,49.279688
V6H4E3,-123.131254,49.263
V5Z0A9,-123.12538,49.263848
V5X3C3,-123.106344,49.21638
V6Z0A3,-123.128831,49.277818
V5K5B1,-123.045322,49.281969
V6Z0C5,-123.130454,49.276755
V5Z2B2,-123.126072,49.250882
V5N2R6,-123.074928,49.249537
V6P6Y8,-123.141988,49.212373
V5R1B4,-123.04189550000001,49.24944875
V5V2V5,-123.095543,49.243599
V6K4V7,-123.156535,49.261533
V5L3V2,-123.071416,49.27097
V5X3V2,-123.0907825,49.2210235
V5R5G1,-123.03504749999999,49.237111999999996
V6R1M2,-123.186625,49.269632
V5P3A3,-123.074322,49.235783
V6N2Z4,-123.168028,49.236496
V5T4M6,-123.095641,49.264892
V5K5H5,-123.02956,49.277342
V5V0A8,-123.090895,49.255459
V6E2A5,-123.136396,49.279905
V5P3E8,-123.072944,49.235766
V6A1W6,-123.080254,49.280125
V6N2X4,-123.174436,49.237672
V5V4S2,-123.082948,49.241388
V6K1Y9,-123.163491,49.26565
V6J0B8,-123.14312,49.26754
V5K1P2,-123.027011,49.285763
V5S3K9,-123.033534,49.223504
V5Z1R4,-123.125565,49.258609
V6J0B6,-123.142003,49.268933
V5V1S4,-123.084766,49.251925
V6K1Z4,-123.167418,49.265696
V6R2Z8,-123.187019,49.258856
V5X2S2,-123.103811,49.211763
V6J1Z2,-123.149346,49.263672
V5N2Z9,-123.057969,49.242777
V6J2H4,-123.147093,49.260045
V6B1W6,-123.111157,49.278635
V5R3M5,-123.051892,49.238168
V6K1X4,-123.172519,49.26679
V5M3Y9,-123.026261,49.253759
V5W2R1,-123.103651,49.226191
V6R2H1,-123.195443,49.263546
V6H2R9,-123.131125,49.265653
V5P3H2,-123.07306,49.224295
V5Z2A1,-123.126041,49.251604
V6B2L3,-123.1094,49.280467
V5N4E9,-123.067886,49.253327
V6P6G2,-123.14729399999999,49.206396
V5S4G4,-123.02938950000001,49.210104
V5T2L1,-123.09015,49.258728
V5T2M2,-123.079521,49.258842
V6J3P8,-123.148719,49.248452
V5Y2Y6,-123.109558,49.226919
V5Z4C1,-123.122944,49.265011
V5N1Y8,-123.07175,49.260556
V6J5L2,-123.144546,49.26452
V5Y2L7,-123.110473,49.246726
V6J5H7,-123.142212,49.264659
V5X0C7,-123.116157125,49.209869499999996
V6R2Y2,-123.207725,49.26027
V6N3E6,-123.183678,49.234676
V5W2E9,-123.104846,49.225807
V6R2X4,-123.195574,49.259905
V5X0E5,-123.116862,49.210431
V6B3M7,-123.124499,49.277081
V5L4X3,-123.062605,49.284012
V6E4M8,-123.130864,49.284455
V6G2K9,-123.140684,49.285812
V5P3W7,-123.065391,49.231658
V6S1G3,-123.192185,49.254795
V5R1G7,-123.027397,49.248887
V6J5M7,-123.150829,49.243461
V5V2L8,-123.078175,49.246374
V5R3H2,-123.057763,49.231113
V5T1G5,-123.099771,49.26721
V5T1P7,-123.082299,49.264187
V6Z3G2,-123.128089,49.273977
V5M3E3,-123.049396,49.254963
V5R4V2,-123.036185,49.239325
V6L1K3,-123.166494,49.253609
V5P2J4,-123.0695845,49.21375425
V6J2A6,-123.144634,49.262643
V5Y2R4,-123.114731,49.234331
V5S2E6,-123.052642,49.215057
V5Z3W6,-123.12753,49.227867
V5R2J6,-123.038772,49.239809
V6N2G3,-123.169087,49.242223
V6R3E6,-123.20474,49.25838
V6B0H3,-123.117473,49.279727
V6J4G9,-123.143807,49.242633
V6K1P3,-123.161054,49.268178
V6P3Z9,-123.128381,49.221019
V6R1M4,-123.189102,49.269477
V6J3W8,-123.152425,49.273539
V6J0C5,-123.151847,49.260917
V5Z1B5,-123.1218755,49.264664499999995
V6Z2E6,-123.123091,49.28243
V6R1S1,-123.182704,49.267792
V5V4G8,-123.090153,49.244047
V5N0A2,-123.068706,49.25239
V5S3L4,-123.031939,49.228824
V6N1Y6,-123.186788,49.229739
V6L2X2,-123.1735165,49.251525
V6B0G4,-123.119704,49.280248
V5L2T9,-123.063765,49.272904
V5T2E5,-123.088185,49.260522
V5Y1X7,-123.11026700000001,49.258162666666664
V5Z4R2,-123.12461666666667,49.265543666666666
V6A0E9,-123.078051,49.270567
V5X1L8,-123.086947,49.220677
V5V4C2,-123.090071,49.255085
V6K3E2,-123.177117,49.257973
V5R2B9,-123.045714,49.247081
V5R1X2,-123.026614,49.244378
V6G3C1,-123.136348,49.291913
V5Y3Z5,-123.113818,49.264034
V5V1R8,-123.091038,49.252005
V5Z3G8,-123.117972,49.234558
V6K3S5,-123.164683,49.26788
V6R1H6,-123.188497,49.271454
V6K2C6,-123.176842,49.265182
V6H2W5,-123.13046,49.252989
V5S3H5,-123.036838,49.22325
V6K2S1,-123.154288,49.259985
V6A0B1,-123.099654,49.27832
V6R2K2,-123.182883,49.262412
V5R3T6,-123.046682,49.238188
V5K3B6,-123.039537,49.273341
V5T2A5,-123.090106,49.261407
V5S1H2,-123.03991,49.225378
V6Z1W2,-123.128831,49.277818
V6B6P5,-123.114368,49.277964
V6J2K9,-123.147162,49.2582
V5L3A6,-123.072514,49.270431
V5P3X7,-123.065598,49.225728
V6K3X4,-123.166512,49.260906
V5V1V1,-123.095342,49.251005
V6J1W5,-123.151695,49.264644
V6K4S5,-123.157585,49.261343
V5Y0E9,-123.111509,49.26934
V6K4T6,-123.157564,49.262024
V6L1K2,-123.163633,49.253745
V6R1T1,-123.178769,49.266722
V5W2V6,-123.100303,49.239306
V6G1M9,-123.139311,49.289947
V6K3V3,-123.166128,49.27147
V6P3S8,-123.123334,49.206098
V5V1G6,-123.088755,49.254697
V6G2G5,-123.132704,49.289026
V5X3T9,-123.090993,49.222358
V6M4M5,-123.127958,49.233447
V6R3L4,-123.1818,49.262049
V5W3B5,-123.08907,49.231891
V6N3M1,-123.174487,49.23093
V5S4R3,-123.0283405,49.2077805
V5T2E6,-123.086239,49.260505
V5M3T7,-123.033546,49.260012
V5W1A9,-123.095967,49.23873
V5Y3T2,-123.110081,49.270028
V5K2A9,-123.024667,49.281047
V5Y2W5,-123.114606,49.229846
V5R6G2,-123.023727,49.23557
V6P3Z2,-123.128232,49.2252305
V5V3N6,-123.101074,49.25239
V5K1K2,-123.048,49.287805
V5N4A9,-123.069577,49.266212
V6R3E8,-123.210819,49.258496
V5N1C8,-123.072554,49.268813
V5Y0K2,-123.105266,49.270118
V5S1R6,-123.045012,49.223266
V6B2T4,-123.119649,49.276039
V5S1B5,-123.033921,49.22851
V5V0C5,-123.079751,49.252359
V6R1Z9,-123.202168,49.265369
V6R1E1,-123.212623,49.273165
V5P3Z1,-123.06578166666667,49.21941433333333
V6H3W6,-123.126685,49.26558
V5W4C6,-123.102594,49.232638
V5X3B7,-123.10598,49.21896
V6J2H8,-123.151882,49.260124
V5P4X2,-123.063394,49.206161
V5Y2L6,-123.110338,49.246882
V5L4C1,-123.065662,49.284383
V6M4L2,-123.150145,49.22883
V6M2L2,-123.157217,49.229995
V5N4V3,-123.062192,49.260977
V5X3K3,-123.10187,49.215408
V6K4B3,-123.171087,49.264575
V6J4B5,-123.149991,49.246292
V6N3C3,-123.164991,49.234806
V5P2P7,-123.06079,49.209242
V5N3L3,-123.077104,49.249454
V5V2J9,-123.078099,49.24761
V5X1A5,-123.100627,49.224605
V6B0C5,-123.109596,49.280593
V5S3B4,-123.04261,49.217821
V5V4H9,-123.087788,49.252321
V5K1H4,-123.048009,49.288806
V5W3P4,-123.07991,49.233778
V6B3G2,-123.124944,49.275296
V6L2T3,-123.176242,49.257482
V6K2H4,-123.176853,49.26413
V6H1S6,-123.128751,49.256955
V6H3S8,-123.132523,49.266844
V6J2T1,-123.140699,49.253057
V5P3W5,-123.065662,49.232021
V5N3X2,-123.071357,49.249212
V5T1N7,-123.091983,49.264265
V6N3L3,-123.17156675,49.2298765
V6N3H3,-123.180372,49.2339
V5Z2P2,-123.119195,49.23192
V5L2P9,-123.073939,49.273902
V6A1Z6,-123.098416,49.27864
V5Z4H2,-123.116542,49.232563
V5L3L5,-123.076023,49.275377
V5R3X8,-123.039223,49.242344
V5R5H3,-123.052752,49.241216
V6M3C8,-123.139746,49.233404
V6E1M5,-123.130102,49.279795
V5V1J4,-123.097551,49.253921
V6P3W1,-123.12665,49.225194
V5V2V1,-123.100683,49.243183
V6P5M6,-123.151119,49.225004
V5T0C7,-123.09576275,49.26015975
V5P3A7,-123.074456,49.231617
V5N1G8,-123.072572,49.267907
V5N2J1,-123.074827,49.253383
V6K1G7,-123.163321,49.270879
V5W2M2,-123.10341025,49.23423825
V5N3T2,-123.073328,49.245448333333336
V5W1G9,-123.104559,49.236308
V5Y2T5,-123.10693,49.231231
V5P3X3,-123.065462,49.229012
V6K4R2,-123.156582,49.260985
V6K3S3,-123.16439,49.268759
V5R3Z4,-123.043488,49.2371
V6M2B8,-123.130024,49.232241
V6P5B7,-123.142234,49.209551
V6B1M9,-123.120982,49.276882
V5K1T4,-123.045342,49.283966
V5R4T2,-123.042459,49.243308
V5Z0E9,-123.116227,49.263139
V5Z4P7,-123.119136,49.230408
V6H3Z3,-123.130285,49.260735
V5T2L5,-123.086307,49.258709
V6J2L3,-123.149555,49.258057
V5V1S6,-123.082807,49.251896
V6K1H3,-123.167237,49.270942
V5X2L3,-123.081527,49.212962
V5T2H8,-123.090138,49.259652
V5N1B5,-123.062858,49.269461
V5K5J8,-123.045347,49.281245
V6J0G6,-123.141809,49.267851
V6S1P5,-123.180223,49.248137
V6M4E1,-123.162574,49.235609
V6H2M1,-123.12750650000001,49.253525499999995
V5Y1V8,-123.108296,49.259496
V5L2B9,-123.062708,49.278408
V6K4T3,-123.169673,49.268492
V6A1B2,-123.096386,49.284209
V6N3V5,-123.188208,49.226428
V5Y0C8,-123.106225,49.270904
V6H1L3,-123.127657,49.260463
V5W3M9,-123.081088,49.231803
V5K2H3,-123.034903,49.278979
V5N4J3,-123.066511,49.2422
V5M1L2,-123.042893,49.266572
V6A1G1,-123.100876,49.283127
V5Y0C9,-123.107981,49.270926
V6N2K3,-123.177201,49.241476
V6H1R3,-123.137507,49.258807
V5V4K4,-123.086756,49.244373
V5S1P5,-123.05849,49.222619
V6P4Z7,-123.1403395,49.2101105
V5X2L6,-123.078503,49.212788
V5R2Y1,-123.05343,49.231681
V5N2B5,-123.07559,49.258816
V6Z3E8,-123.127159,49.271526
V5P1N1,-123.063806,49.230438
V5K1G9,-123.053244,49.288815
V5T1Z9,-123.095531,49.261619
V5N3Z4,-123.069855,49.245351
V6K2V8,-123.154287,49.259266
V5Z1M9,-123.12236683333333,49.26197858333333
V5L1C4,-123.058876,49.288336
V6H2C7,-123.133307,49.246441
V6R2E9,-123.182847,49.263526
V5Z2T9,-123.114942,49.264543
V5L1W4,-123.069372,49.280183
V5N5R2,-123.071665,49.265192
V5Z4E8,-123.123025,49.262469
V6H3Z8,-123.13371166666667,49.26773666666667
V5T0B6,-123.103118,49.262504
V5S2C2,-123.052816,49.217217
V6H2G4,-123.135686,49.24609
V6K4S1,-123.157351,49.268638
V6M3H6,-123.141693,49.229723
V5S0B8,-123.041007,49.205863
V6P4B2,-123.130423,49.207766
V6L3B7,-123.155935,49.250576
V5N2H4,-123.071166,49.254439000000005
V6K1L1,-123.153926,49.268951
V5Z0G5,-123.1184595,49.2447265
V5M2X6,-123.050923,49.250731
V5R6B4,-123.032498,49.240145
V5K2Y7,-123.048119,49.27423
V6G3L1,-123.130029,49.29176
V6P2W2,-123.120498,49.209374
V5N2W8,-123.063926,49.24666
V5K1Y7,-123.024654,49.282141
V5R1Y6,-123.049496,49.249257
V5K3G7,-123.053381,49.271274
V6R1N3,-123.210558,49.270309
V5N3R9,-123.074999,49.242346
V5R6H5,-123.028699,49.234857
V6R3P7,-123.18554,49.269065
V5Z3S7,-123.124261,49.229731
V5Z3N2,-123.121994,49.231428
V6P1M3,-123.122012,49.2216775
V5N1L3,-123.068549,49.266508
V5Z1L9,-123.125999,49.262517
V5K4H3,-123.039041,49.274311
V6M3R4,-123.148986,49.237263
V5L1V2,-123.060726,49.281265
V5Y1M1,-123.110178,49.264678
V6B1C5,-123.124161,49.274789
V6P0C1,-123.14196,49.209544
V6L2Z8,-123.178453,49.24661
V6M2P9,-123.133499,49.226827
V5T0G7,-123.087764,49.266934
V5K3W4,-123.054543,49.27002
V5M1K7,-123.048233,49.266758
V6L1V4,-123.172553,49.250203
V5X0A4,-123.091077,49.206947
V5S0B6,-123.041007,49.205863
V5M2R9,-123.055448,49.253112
V6P4E6,-123.131785,49.207715
V5X0C6,-123.116116,49.210362
V6P3R5,-123.123865,49.213993
V5Y2H8,-123.108728,49.248986
V6R4A3,-123.20785000000001,49.2694025
V5X2E8,-123.09995,49.214412
V5P1Y6,-123.065221,49.220171
V6R2K4,-123.18488,49.262621
V5R3T4,-123.044934,49.239991
V6K2X7,-123.173183,49.259746
V5Y2J2,-123.111126,49.248753
V6B0E9,-123.115008,49.279325
V5K2E6,-123.055576,49.279015
V6P2C6,-123.152937,49.216199
V6A2G3,-123.094605,49.276774
V6J1E6,-123.151468,49.271541
V6B0P9,-123.126523,49.274253
V6B2J3,-123.10416,49.281948
V6K2M6,-123.173076,49.262262
V6N2B3,-123.192236,49.231956
V5T1J7,-123.099808,49.265574
V6E0C2,-123.132238,49.278389
V5Z3W2,-123.125417,49.232434
V6P1A1,-123.119498,49.225409
V5R1V9,-123.039858,49.244626
V5K2B5,-123.053287,49.28014
V5V4T1,-123.081735,49.250432
V6B0P3,-123.11665799999999,49.27728533333334
V6M3M3,-123.146689,49.227961
V6N2G8,-123.177197,49.242267
V5Y2V4,-123.109553,49.23042
V5R3A5,-123.05022,49.230413
V6S1X9,-123.183602,49.244175
V6E1L5,-123.131293,49.281719
V6H2S6,-123.131639,49.260198
V6N1G4,-123.168789,49.230153
V5T2G3,-123.079509,49.260446
V6M1N7,-123.153417,49.23835
V5N1J8,-123.071631,49.266793
V6M3A9,-123.137953,49.231485
V6H1N6,-123.1327,49.259639
V6P5V8,-123.15906,49.226119
V5T1T2,-123.090061,49.263518
V5W3A3,-123.090849,49.226946
V5V0C6,-123.077809,49.253076
V6R2G7,-123.189331,49.263466
V6R2K3,-123.182877,49.262592
V6R1C6,-123.207077,49.274144
V5P2E5,-123.070782,49.217311
V6R3K6,-123.181845,49.269016
V6N1H6,-123.170386,49.227968
V5L3C9,-123.059847,49.285259
V5X2J9,-123.099066,49.213422
V5S2M6,-123.054934,49.222871
V5P4B3,-123.064479,49.218731
V5M1X5,-123.037792,49.263006
V6K2P7,-123.167534,49.261466
V5Z2Z6,-123.11925,49.238768
V6G2Z3,-123.133616,49.286232
V6P0C9,-123.140255,49.219617
V5X0E2,-123.11607,49.211434
V6K2A9,-123.158812,49.264738
V5L2Y8,-123.0667,49.271194
V6J2H1,-123.144717,49.259827
V5V2B7,-123.077122,49.248909
V5N1A4,-123.074458,49.269538
V6A2H7,-123.077975,49.275043
V6G1K7,-123.138243,49.290641
V6R4N6,-123.185845,49.268183
V6A2C5,-123.086126,49.277508
V5W1W3,-123.095659,49.23008
V6S1K1,-123.192214,49.252796
V5Y1R3,-123.113838,49.263102
V5S4V6,-123.05068750000001,49.206266
V6J1W4,-123.151685,49.264824
V6A1R2,-123.090496,49.28127
V5R3E4,-123.036916,49.229355
V5Y0A5,-123.107981,49.270341
V6A1T9,-123.09551533333332,49.280226666666664
V5Y3R9,-123.112373,49.256304
V5R0E3,-123.023743,49.233307
V6H3Y7,-123.131171,49.26696025
V5R1J6,-123.035251,49.247774
V5M2S9,-123.040349,49.253067
V5N1M9,-123.057336,49.265988
V5T0E8,-123.098386,49.267455
V6J1P5,-123.146821,49.267263
V6S2B9,-123.185265,49.256917
V5V1P9,-123.099763,49.252144
V5K2V3,-123.03951,49.275282
V5W1Y1,-123.08722,49.229209
V6K1T3,-123.165471,49.267348
V6H3T4,-123.133281,49.267974
V5V1J3,-123.099697,49.25395
V6Z2W6,-123.1305745,49.2768415
V5W1S5,-123.102554,49.231798
V6N1J8,-123.173213,49.232346
V6K1P8,-123.16544,49.26843
V5K1C4,-123.047986,49.290802
V5Z1X3,-123.123333,49.254254
V6N3K8,-123.179765,49.232052
V6R2Z4,-123.183028,49.258795
V6M2M4,-123.153736,49.228873
V5S4C3,-123.025678,49.219642
V5W3K8,-123.08259,49.237335
V6H3W2,-123.135977,49.267857
V5T4V4,-123.106086,49.258031
V5L2H8,-123.064649,49.276543
V6P5B8,-123.14196,49.209544
V5Z3N6,-123.121917,49.226777
V6R1W8,-123.186749,49.265983
V5R1Z8,-123.050847,49.243439499999994
V5R4P9,-123.02468,49.234571
V5L1L2,-123.058732,49.283999
V6R1V2,-123.207439,49.267353
V6J2L2,-123.149546,49.258237
V5X1X4,-123.116059,49.217024
V5W1A6,-123.102183,49.238986
V6M1V5,-123.138375,49.23541
V5L1Z4,-123.07157,49.279304
V5W3P3,-123.07926866666666,49.234964
V5V1A6,-123.09959,49.255754
V6J5M8,-123.151433,49.242275
V6P2E7,-123.138306,49.214919
V6Z1W1,-123.127461,49.278994
V6B6L9,-123.11728,49.279856
V5X3X4,-123.090969,49.212826
V6A1P1,-123.09858,49.28124
V5V3C3,-123.0850845,49.2547905
V5L3W3,-123.070599,49.278932
V5S2N3,-123.055017,49.219573
V6C3C1,-123.117518,49.289688
V5P2T9,-123.076816,49.235812
V5R6H6,-123.027244,49.236019
V6M1R9,-123.156961,49.237249
V6P1V9,-123.131439,49.218322
V5Z3M5,-123.122145,49.236531
V5T0E4,-123.10257,49.269612
V6H1C1,-123.137287,49.265232
V5Z3B4,-123.11546100000001,49.22787675
V6J3L5,-123.14803,49.270267
V6E4J9,-123.128903,49.285745
V5X2P3,-123.101229,49.211851
V5R0E5,-123.024696,49.233182
V6Z3A7,-123.125606,49.2808
V6K1S3,-123.15637,49.267224
V6E1B2,-123.126,49.285222
V5X2C9,-123.108156,49.214319
V6J4Y2,-123.141838,49.272274
V6P3V9,-123.125308,49.205448
V6J0B3,-123.147143,49.270603
V6J1B8,-123.149512,49.274572
V6G1G2,-123.131504,49.287647
V6H2M3,-123.127567,49.252172
V6E4C6,-123.127919,49.283992
V5V1X5,-123.097689,49.250124
V5M2G9,-123.026159,49.258063
V6K2E3,-123.156474,49.263791
V6N1W5,-123.18543700000001,49.235654499999995
V5L1K6,-123.06455,49.284017
V5N5H1,-123.0548234,49.2520052
V5N1C3,-123.057262,49.269321
V5P4Y3,-123.065615,49.234205
V6B0N4,-123.12686275,49.2744485
V6N1N6,-123.178789,49.240925
V6L2X9,-123.178403,49.255422
V5Z4T1,-123.11404599999999,49.25089366666666
V6J2E6,-123.144676,49.260822
V6L1S2,-123.166558,49.249972
V5P1C2,-123.060432,49.237949
V5P2E9,-123.069013,49.216323
V5M3S4,-123.033489,49.267094
V5S0C7,-123.02942266666666,49.20517833333333
V6G2E9,-123.138875,49.283025
V5T3P1,-123.094753,49.264819
V6K4R9,-123.155261,49.268607
V5X2G2,-123.09605,49.214343
V5T1C8,-123.100045,49.26767
V6R1N8,-123.182689,49.268484
V6K1K9,-123.176666,49.270382
V6G3J8,-123.128607,49.290194
V6M2T5,-123.156351,49.227269
V5T0H3,-123.099859,49.264669
V5X2K1,-123.096599,49.213441
V5R0G2,-123.0526215,49.2378055
V6G2S3,-123.128176,49.289886
V6Z2X2,-123.129201,49.275921
V5P3P3,-123.068251,49.226415
V5L1S3,-123.075611,49.281237
V5V4A5,-123.0943,49.245184
V5W1J2,-123.086424,49.235733
V6K1V6,-123.154023,49.266337
V6S1W1,-123.200531,49.249197
V5W3B2,-123.089126,49.233819
V6E0A8,-123.124328,49.286365
V5V2Y8,-123.086959,49.241597
V6B3H5,-123.113441,49.284406
V6J2L5,-123.151914,49.258103
V6P4E9,-123.131571,49.206293
V5K3P4,-123.028175,49.286182
V5N0G5,-123.0597252,49.247085600000005
V6K4T1,-123.156524,49.262365
V5Z2N1,-123.120129,49.233837
V5P2N4,-123.058372,49.211936
V5X2H4,-123.078632,49.213866
V6K3V9,-123.166201,49.268786
V6P4B3,-123.130149,49.207762
V6E0C9,-123.12357866,49.25761246
V5Y1B8,-123.108006,49.269387
V5T1X6,-123.09009,49.262396
V6K1P6,-123.163402,49.268216
V5P3T7,-123.065516,49.239643
V6L2B8,-123.171603,49.243349
V5N1P3,-123.07167,49.265012
V5V1E5,-123.099625,49.254863
V5X2B5,-123.099927,49.215057
V6B0R2,-123.124499,49.277081
V5N5Z1,-123.07476,49.248912000000004
V6P0H8,-123.143645,49.220585
V5M1S9,-123.032007,49.264613
V5M4E3,-123.02949,49.251666
V6N2G6,-123.174377,49.242255
V5K1A9,-123.048006,49.291838
V5K2H9,-123.02702,49.278974
V5L2B7,-123.064651,49.278421
V5R4S7,-123.04925,49.239898
V6P6Z5,-123.1281595,49.2178525
V5M2A1,-123.032594,49.262003
V5V4S6,-123.081732,49.252814
V5R3S1,-123.048713,49.236699
V5R5L3,-123.030441,49.233231
V5V1P1,-123.078919,49.252735
V6M2L4,-123.133539,49.228483
V6H1N1,-123.127927,49.259744
V5T3J5,-123.09395025,49.26016925
V5P1S1,-123.060717,49.226159
V6E4S9,-123.126873,49.289304
V5P1J6,-123.060461,49.233984
V6J1L4,-123.151543,49.269097
V6E1G5,-123.125854,49.282611
V5L2V8,-123.072494,49.272246
V5P2B3,-123.073008,49.218196
V6P2K9,-123.118697,49.212257
V6P4L9,-123.134338,49.214004
V5W1J3,-123.086431,49.235553
